Stjerne udstillerhåbløs ungdom;https://ekstrabladet.dk/musik/koncert_anmeldelser/stjerne-udstiller-haabloes-ungdom/9445695
Årets selvmål:Komplet til grin;https://ekstrabladet.dk/musik/koncert_anmeldelser/aarets-selvmaal-komplet-til-grin/9437592
Sensationeltbesøg i Danmark;https://ekstrabladet.dk/musik/koncert_anmeldelser/sensationelt-besoeg-i-danmark/9414817
Maveplasker:Patetisk slutning;https://ekstrabladet.dk/musik/koncert_anmeldelser/maveplasker-patetisk-slutning/9401769
Dødskramperpå hovedscenen;https://ekstrabladet.dk/musik/koncert_anmeldelser/doedskramper-paa-hovedscenen/9401436
Mirakuløst:Skete det lige?;https://ekstrabladet.dk/musik/koncert_anmeldelser/mirakuloest-skete-det-lige/9400069
Vild dramatikpå jysk festival;https://ekstrabladet.dk/musik/koncert_anmeldelser/vild-dramatik-paa-jysk-festival/9398311
Hausgaard: Rasendepå festival;https://ekstrabladet.dk/musik/koncert_anmeldelser/hausgaard-rasende-paa-festival/9398309
Udbrændt: Hanburde forbydes;https://ekstrabladet.dk/musik/koncert_anmeldelser/udbraendt-han-burde-forbydes/9398307
Sort aften: Festivalfår sparket;https://ekstrabladet.dk/musik/koncert_anmeldelser/sort-aften-festival-faar-sparket/9396279
Farvel og nej taktil død legende;https://ekstrabladet.dk/musik/koncert_anmeldelser/farvel-og-nej-tak-til-doed-legende/9396278
Burde væreblevet hjemme;https://ekstrabladet.dk/musik/koncert_anmeldelser/burde-vaere-blevet-hjemme/9396275
Totalt kaos:Hvad laver han?;https://ekstrabladet.dk/musik/koncert_anmeldelser/totalt-kaos-hvad-laver-han/9378255
Fiduskunstnerer helt uduelig;https://ekstrabladet.dk/musik/koncert_anmeldelser/fiduskunstner-er-helt-uduelig/9377871
Vanvid: Hjerneblæstpå Amager;https://ekstrabladet.dk/musik/koncert_anmeldelser/vanvid-hjerneblaest-paa-amager/9376201
Nedtur: Jydeskraber bunden;https://ekstrabladet.dk/musik/koncert_anmeldelser/nedtur-jyde-skraber-bunden/9376196
Til grin:Ingen mødte op;https://ekstrabladet.dk/musik/koncert_anmeldelser/til-grin-ingen-moedte-op/9376195
Dansk festivalgår helt på røven;https://ekstrabladet.dk/musik/koncert_anmeldelser/dansk-festival-gaar-helt-paa-roeven/9374831
Kæmpe mysteriepå festival;https://ekstrabladet.dk/musik/koncert_anmeldelser/kaempe-mysterie-paa-festival/9374828
Hun dumpermed et brag;https://ekstrabladet.dk/musik/koncert_anmeldelser/hun-dumper-med-et-brag/9374807
Ustyrlig: Gikamok på Smukfest;https://ekstrabladet.dk/underholdning/kultur/ustyrlig-gik-amok-paa-smukfest/9368939
Gik helt bananastil nattefest;https://ekstrabladet.dk/musik/koncert_anmeldelser/gik-helt-bananas-til-nattefest/9367884
Sørgeligt synpå Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/soergeligt-syn-paa-smukfest/9367882
Helt væk: Linneter falleret;https://ekstrabladet.dk/musik/koncert_anmeldelser/helt-vaek-linnet-er-falleret/9367879
Fladpandet: Heltvildt nederen;https://ekstrabladet.dk/musik/koncert_anmeldelser/fladpandet-helt-vildt-nederen/9365971
Håbløst: Sabotererkæmpe fest;https://ekstrabladet.dk/musik/koncert_anmeldelser/haabloest-saboterer-kaempe-fest/9365965
Legende misbrugtpå Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/legende-misbrugt-paa-smukfest/9365963
